,Name,Birthdate
3711,Justin Richards,1961-09-14
3712,Terry Pluto,1955-06-12
3713,Virginia Henley,1935-12-05
3714,Graham Salisbury,1944-04-11
3715,William Lane Craig,1949-08-23
3716,Drew Barrymore,1975-02-22
3717,James Lowder,1963-01-02
3718,Richard Powers,1957-06-18
3719,Scott Meyers,1959-04-09
3720,Jeremy J. Siegel,1945-11-14
3721,Ronald Reagan,1911-02-06
3722,Matt Wagner,1961-10-09
3723,Ryu Murakami,1952-02-19
3724,César Aira,1949-02-23
3725,Francesca Simon,1955-02-23
3726,Jennifer Michael Hecht,1965-11-23
3727,Georgi Gospodinov,1968-01-07
3728,Benvenuto Cellini,1500-11-03
3729,Tim Severin,1940-09-25
3730,Louise Welsh,1965-02-01
3731,Patty Duke,1946-12-14
3732,Tim Flannery,1956-01-28
3733,George S. Schuyler,1895-02-25
3734,Karl Kesel,1959-01-07
3735,Walter Cronkite,1916-11-04
3736,William Cronon,1954-09-11
3737,Cathi Hanauer,1962-10-05
3738,Frederick Buechner,1926-07-11
3739,Norman Schwarzkopf,1934-08-22
3740,Kerstin Ekman,1933-08-27
3741,Paule Marshall,1929-04-09
3742,David Michelinie,1948-05-06
3743,Emilio Salgari,1862-08-21
3744,Michael Kimmelman,1958-05-08
3745,Richard Fortey,1946-02-15
3746,Jan Potocki,1761-03-08
3747,Barry M. Goldwater,1909-01-02
3748,Alan Jay Lerner,1918-08-31
3749,Hope Edelman,1964-06-17
3750,Jennifer Armstrong,1961-05-19
3751,Jerri Nielsen,1952-03-01
3752,Marc Simont,1915-11-23
3753,Robert O. Paxton,1932-06-15
3754,Laura  Jordan,1948-03-12
3755,David Goodstein,1939-04-05
3756,Marcus Sedgwick,1968-04-08
3757,Akimi Yoshida,1956-08-12
3758,John van de Ruit,1975-04-20
3759,Paul Tillich,1886-08-20
3760,Franny Billingsley,1954-07-03
3761,Jacques Lacan,1901-04-13
3762,Edward Frenkel,1968-05-02
3763,Akiva Goldsman,1962-07-07
3764,Freidoune Sahebjam,1933
3765,Andy Stanton,1973-11-14
3766,Marcel Mauss,1872-05-10
3767,Richard Fariña,1937-03-08
3768,Dave Sim,1956-05-17
3769,Barbara Michaels,1927-09-29
3770,Gyles Brandreth,1948-03-08
3771,Jean Piaget,1896-08-09
3772,Sharon Osbourne,1952-10-09
3773,Ilan Pappé,1954-11-07
3774,Isaac Bashevis Singer,1903-11-11
3775,Salvador Dalí,1904-05-11
3776,Richard Rorty,1931-10-04
3777,Grace Paley,1922-12-11
3778,John Masefield,1878-06-01
3779,Edward E. Kramer,1961-03-20
3780,Yasushi Inoue,1907-05-06
3781,Robert Hellenga,1941-08-05
3782,Suze Rotolo,1943-11-20
3783,Sven Nordqvist,1946-04-30
3784,Norah Lofts,1904-08-27
3785,Shirley Hazzard,1931-01-30
3786,Ruth Benedict,1887-06-05
3787,Robin Lee Graham,1949-03-05
3788,Bill Hicks,1961-12-16
3789,Scott Rosenberg,1963-04-24
3790,John  Peel,1939-08-30
3791,Henry Louis Gates Jr.,1950-09-16
3792,Kay Arthur,1933-11-11
3793,Melody Carlson,1956-03-02
3794,Mark   Fisher,1968-07-11
3795,Ève Curie,1904-12-06
3796,Hal Higdon,1931-06-17
3797,Gerard Manley Hopkins,1844-07-28
3798,William Bligh,1754-09-09
3799,Karin Alvtegen,1965-06-08
3800,Candace Camp,1949-05-23
3801,Oakley Hall,1920-07-01
3802,Alex Grey,1953-11-29
3803,Phil Town,1948-09-21
3804,Marianne Moore,1887-11-15
3805,Benedicta Ward,1933-02-04
3806,Damon Galgut,1963-11-12
3807,Hugo Claus,1929-04-05
3808,Peter Kay,1973-07-02
3809,Tim Willocks,1957-10-27
3810,Laurence J. Peter,1919-09-16
3811,Bhikkhu Bodhi,1944-12-10
3812,Devdutt Pattanaik,1970-12-11
3813,Aaron Elkins,1935-07-24
3814,Janet Burroway,1936-09-21
3815,Michelle West,1963-05-05
3816,Martin Caidin,1927-09-14
3817,William Shatner,1931-03-22
3818,Rollo May,1909-04-21
3819,Gavin Maxwell,1914-07-15
3820,Theodore Roosevelt,1858-10-27
3821,Rem Koolhaas,1944-11-17
3822,Ingeborg Bachmann,1926-06-25
3823,Haing Ngor,1940-03-22
3824,Betsy Byars,1928-08-07
3825,Jo Edwards,1970-02-05
3826,Douglas E. Winter,1950-10-30
3827,Kaare Andrews,1975-07-13
3828,Hart Crane,1899-07-21
3829,Jean Fritz,1915-11-16
3830,Brian Haig,1953-03-15
3831,Sloan Wilson,1920-05-08
3832,Robb White,1909-06-20
3833,Maureen Jennings,1939-04-23
3834,Stephanie Coontz,1944-08-31
3835,John Barrowman,1967-03-11
3836,Elena Poniatowska,1932-05-19
3837,Alex Ross,1970-01-22
3838,Alice McDermott,1953-06-27
3839,Thomas Gilovich,1954-01-16
3840,Mona Golabek,1954-06-23
3841,Peggy Noonan,1950-09-07
3842,Andre Dubus,1936-08-11
3843,Vaughan Roberts,1965-03-17
3844,R.F. Delderfield,1912-02-12
3845,Margaret Campbell Barnes,1891-02-27
3846,Nadeem Aslam,1966-06-11
3847,Diarmaid MacCulloch,1951-10-31
3848,Ken Jennings,1974-05-23
3849,Linda Holeman,1949-12-24
3850,Miguel León-Portilla,1926-02-22
3851,Kat Martin,1947-07-14
3852,Saul Williams,1972-02-29
3853,Kallistos Ware,1934-09-11
3854,Vera Caspary,1899-11-13
3855,Albert Hofmann,1906-01-11
3856,John Bul Dau,1974-01-15
3857,Lisa Papademetriou,1971-08-25
3858,Nigel Calder,1931-12-02
3859,Sarah Monette,1974-11-25
3860,Takuan Soho,1573-12-24
3861,John McEnroe,1959-02-16
3862,Sujata Massey,1964-03-04
3863,Matthew Polly,1971-05-05
3864,Alfredo Bryce Echenique,1939-02-19
3865,Paul Karl Feyerabend,1924-01-13
3866,Carla Emery,1939-01-19
3867,Mona Simpson,1957-06-14
3868,Latifa Zayyat,1923-08-08
3869,Morris L. West,1916-04-26
3870,Laura Leone,1962-08-17
3871,Luis Buñuel,1900-02-22
3872,C. Vann Woodward,1908-11-13
3873,Lauren Slater,1963-03-21
3874,Richard E. Nisbett,1941-06-01
3875,Samuel Pepys,1633-02-23
3876,Gene Brewer,1937-07-04
3877,C.W. Anderson,1971-01-07
3878,Os Guinness,1941-09-30
3879,Timothy Ferris,1944-08-24
3880,Brian Clevinger,1978-06-07
3881,Jacob Burckhardt,1818-05-25
3882,Chris Adrian,1970-11-07
3883,John Shelby Spong,1931-06-16
3884,George Berkeley,1685-03-12
3885,Sylvia Beach,1887-03-14
3886,Diane di Prima,1934-08-06
3887,Barbara Wood,1947-01-30
3888,Alan Duff,1950-10-26
3889,Lew Sayre Schwartz,1926-07-24
3890,Leslie Ludy,1975-12-16
3891,Dervla Murphy,1931-11-28
3892,Pico Iyer,1957-02-11
3893,J.P. Moreland,1948-03-09
3894,Alfred V. Aho,1941-08-09
3895,Li-Young Lee,1957-08-19
3896,Madeleine Brent,1920-04-11
3897,Stuart Maconie,1961-08-13
3898,David Wojnarowicz,1954-09-14
3899,Judith Merkle Riley,1942-01-14
3900,Diane Arbus,1923-03-14
3901,Richard Hofstadter,1916-08-06
3902,Maile Meloy,1972-01-01
3903,Barry Hannah,1942-04-23
3904,Shelagh Delaney,1938-11-25
3905,Geoffrey Wellum,1921-08-04
3906,Candace Fleming,1962-05-24
3907,Andrew Lloyd Webber,1948-03-22
3908,Siegfried Lenz,1926-03-17
3909,Andrew Marr,1959-07-31
3910,Graham Joyce,1954-10-22
3911,Stephen Leather,1956-10-25
3912,Bryan Talbot,1952-02-24
3913,Joseph P. Lash,1909-12-02
3914,Raph Koster,1971-09-07
3915,Tony Buzan,1942-06-02
3916,Henry Wadsworth Longfellow,1807-02-27
3917,Ramana Maharshi,1879-12-30
3918,Joel Goldman,1952-10-23
3919,David Talbot,1951-09-22
3920,Jaime Hernández,1972-01-18
3921,James McManus,1951-03-22
3922,Steven H. Strogatz,1959-08-13
3923,Theodore Dalrymple,1949-10-11
3924,Philip Sugden,1947-01-27
3925,Richard Kadrey,1957-08-27
3926,Edward Dolnick,1952-11-10
3927,L. Sprague de Camp,1907-11-27
3928,Ayi Kwei Armah,1939-10-28
3929,Margaret Mead,1901-12-16
3930,Shepard Fairey,1970-02-15
3931,John Jantsch,1960-04-02
3932,M. Ageyev,1898-08-08
3933,Tim Parks,1954-12-19
3934,Patrick White,1912-05-28
3935,Jesse Schell,1970-06-13
3936,Wendy Pini,1951-06-04
3937,Delia Smith,1941-06-18
3938,Connie Briscoe,1952-12-31
3939,Wendy Wasserstein,1950-10-18
3940,Yoshihiro Togashi,1966-04-27
3941,Rebecca Walker,1969-11-17
3942,Peter Berresford Ellis,1943-03-10
3943,Margaret Drabble,1939-06-05
3944,Geronimo,1829-06-16
3945,Henri Troyat,1911-11-01
3946,Richard J. Herrnstein,1930-05-20
3947,D. Martyn Lloyd-Jones,1899-12-20
3948,Kirby McCauley,1941-09-11
3949,Camille Paglia,1947-04-02
3950,Rosa Luxemburg,1871-03-05
3951,Gabriela Zapolska,1857-03-30
3952,Nelson Algren,1909-03-28
3953,Marjorie Pay Hinckley,1910-06-23
3954,Paul M. Buhle,1944-09-27
3955,Peter Zumthor,1943-04-26
3956,Neal Cassady,1926-02-08
3957,William Glasser,1925-05-11
3958,Roger Dawson,1940-03-19
3959,Christopher Reich,1961-11-12
3960,Joyce Maynard,1953-11-05
3961,Stanley Hauerwas,1940-07-24
3962,Molly Ivins,1944-08-30
3963,Ralph Fletcher,1953-03-17
3964,Richard Hugo,1923-12-21
3965,Anna Katharine Green,1846-11-11
3966,Jim Rohn,1930-09-17
3967,Max Stirner,1806-10-25
3968,Carl-Johan Vallgren,1964-07-26
3969,Danilo Kiš,1935-02-22
3970,Uta Hagen,1919-06-12
3971,Israel Finkelstein,1949-03-29
3972,Dani Shapiro,1962-04-10
3973,Alex Comfort,1920-02-10
3974,Colin Thiele,1920-11-16
3975,Liz Carlyle,1958-08-07
3976,Bill Amend,1962-09-20
3977,Joseph Prince,1963-05-15
3978,Phil Lesh,1940-03-15
3979,Ingmar Bergman,1918-07-14
3980,Melinda Metz,1962-03-07
3981,Julie E. Czerneda,1955-04-11
3982,Fawn M. Brodie,1915-09-15
3983,Michel Tournier,1924-12-19
3984,Jane Porter,1776-01-17
3985,Blaize Clement,1932-08-18
3986,Christa Wolf,1929-03-18
3987,Mike Cohn,1962-08-25
3988,Gary K. Wolf,1941-01-24
3989,Rachel Vail,1966-07-26
3990,Antjie Krog,1952-10-23
3991,Ronald J. Sider,1939-09-17
3992,Antonio Machado,1875-07-26
3993,Charlotte MacLeod,1922-11-12
3994,Jason Lutes,1967-12-07
3995,James K. Morrow,1947-03-17
3996,Ken MacLeod,1954-08-02
3997,Emmanuel Carrère,1957-12-09
3998,Brenda Janowitz,1973-06-22
3999,Fuyumi Ono,1960-12-24
4000,Catherine Cookson,1906-06-20
4001,Anthony Summers,1942-12-21
4002,Naoko Takeuchi,1967-03-15
4003,Brad Gilbert,1961-08-09
4004,Juan Arias,1964-12-03
4005,Jonathan D. Spence,1936-08-11
4006,Nick Sagan,1970-09-16
4007,John Lanchester,1962-02-25
4008,Groucho Marx,1890-10-02
4009,Phoebe Gilman,1940-04-04
4010,John McWhorter,1965-10-06
4011,Robin Parrish,1975-10-13
4012,Nancy Friday,1933-08-27
4013,François Mauriac,1885-10-11
4014,Janice Galloway,1955-12-02
4015,Donald C. Johanson,1943-06-28
4016,Winifred Holtby,1898-06-23
4017,Christopher Durang,1949-01-02
4018,John Vernon Lord,1939-04-09
4019,Benjamin Zephaniah,1958-04-15
4020,Evan Thomas,1951-04-25
4021,Taiyo Matsumoto,1967-10-25
4022,Uwe Timm,1940-03-30
4023,Seth Grahame-Smith,1976-01-04
4024,David Kenyon Webster,1922-06-02
4025,Luc Besson,1959-03-18
4026,Emmet Fox,1886-07-30
4027,Pope Paul VI,1897-09-26
4028,Carlos Bulosan,1913-11-24
4029,Heinrich Mann,1871-03-27
4030,Kevyn Aucoin,1962-02-14
4031,Mariane Pearl,1967-07-23
4032,David Ignatius,1950-05-26
4033,Lawrence Lessig,1961-06-03
4034,Robert Zubrin,1952-04-09
4035,Gillian Cross,1945-12-24
4036,James Carville,1944-10-25
4037,Fumiko Enchi,1905-10-02
4038,Robert Lowell,1917-03-01
4039,Barbara Goldsmith,1931-05-18
4040,Marcus Clarke,1846-04-24
4041,Dennis Cooper,1953-01-10
4042,Christopher Lasch,1932-06-01
4043,Petr Beckmann,1924-11-13
4044,Alexander Shulgin,1925-06-17
4045,Charles R. Swindoll,1934-10-18
4046,Jean M. Twenge,1971-08-24
4047,Amy Dickinson,1959-11-06
4048,Eileen Chang,1920-09-30
4049,Bobby Flay,1964-12-10
4050,Pete Seeger,1919-05-03
4051,Charlie Brooker,1971-03-03
4052,Nahoko Uehashi,1962-07-15
4053,Bradley Trevor Greive,1970-02-22
4054,Fran Ross,1935-06-25
4055,Wayland Drew,1932-12-09
4056,Simon Brett,1945-10-28
4057,D.A. Carson,1946-12-21
4058,Daniel Pinkwater,1941-11-15
4059,Paul Stamets,1955-07-17
4060,Hugh Fearnley-Whittingstall,1965-01-14
4061,Isabella Lucy Bird,1831-10-15
4062,Ralph Peters,1952-04-19
4063,Peter Dickinson,1927-12-16
4064,Marshall Berman,1940-11-24
4065,Anthony  Lewis,1927-03-27
4066,Carlo Emilio Gadda,1893-11-14
4067,Charles Simic,1938-05-09
4068,Jess Walter,1965-07-20
4069,Adrian Wojnarowski,1969-03-04
4070,H. Richard Niebuhr,1894-09-03
4071,William D. Mounce,1953-02-17
4072,Judith Jones,1924-03-10
4073,Margaret Landon,1903-09-07
4074,Douglas Brinkley,1960-12-14
4075,Kitty Kelley,1942-04-04
4076,Theresa Hak Kyung Cha,1951-03-04
4077,James H. Schmitz,1911-10-15
4078,William T. Vollmann,1959-07-28
4079,Jan Tomasz Gross,1947-08-01
4080,Beth Kobliner,1965-01-18
4081,Michael S. Gazzaniga,1939-12-12
4082,Bobbie Ann Mason,1940-05-01
4083,Ann Coulter,1961-12-08
4084,Derek Walcott,1930-01-23
4085,John J. Mearsheimer,1947-12-14
4086,Saki,1870-12-18
4087,George Weigel,1951-04-17
4088,Stefan Sagmeister,1962-08-06
4089,Walter Wick,1953-02-23
4090,Andy Serkis,1964-04-20
4091,Paul Anthony Cartledge,1947-03-24
4092,Michael Jordan,1963-02-17
4093,Naomi Shihab Nye,1952-03-12
4094,Pyotr Kropotkin,1842-12-09
4095,Ernest Lawrence Thayer,1863-08-14
4096,Max Allan Collins,1948-03-03
4097,Fulton J. Sheen,1895-05-08
4098,Catherine Asaro,1955-11-06
4099,Anne Fausto-Sterling,1944-07-30
4100,José Donoso,1924-10-05
4101,Howard Bloom,1943-06-25
4102,Margarita Engle,1951-09-02
4103,Ousmane Sembène,1923-01-01
4104,Francine Hughes,1947-08-17
4105,Stephen J. Cannell,1941-02-05
4106,James Moloney,1954-09-20
4107,Karl Schroeder,1962-09-04
4108,Robert Dallek,1934-05-16
4109,Mark Lewisohn,1958-06-16
4110,Ignazio Silone,1900-05-01
4111,Tom Peters,1942-11-07
4112,Beverly LaHaye,1929-04-30
4113,Carl Schmitt,1888-07-11
4114,Anthony Loyd,1966-09-12
4115,Josef Pieper,1904-05-04
4116,Fae Myenne Ng,1956-12-02
4117,Derrick Jensen,1960-12-19
4118,Will Hobbs,1947-08-22
4119,Donald R. Burgett,1925-04-05
4120,Antonio Tabucchi,1943-09-24
4121,Meera Syal,1961-06-27
4122,Joe  Boyd,1942-08-05
4123,Mark Rippetoe,1956-02-12
4124,Budd Schulberg,1914-03-27
4125,Alex Bledsoe,1963-02-03
4126,Jacob A. Riis,1849-05-03
4127,Thomas M. Disch,1940-02-02
4128,Rius,1934-06-20
4129,Mikhail Saltykov-Shchedrin,1826-01-27
4130,Lenny Bruce,1925-10-13
4131,Margaret Truman,1924-02-17
4132,Robyn Scott,1981-01-09
4133,George S. Patton Jr.,1885-11-11
4134,Marianne Wiggins,1947-11-08
4135,Whitney Chadwick,1943-07-28
4136,Sarah Ruhl,1974-01-24
4137,Mary Zimmerman,1960-08-23
4138,Bertrice Small,1937-12-09
4139,Madonna,1958-08-16
4140,Patrick F. McManus,1933-08-25
4141,Lerone Bennett Jr.,1928-10-17
4142,Ivan Van Sertima,1935-01-26
4143,Georges Bernanos,1888-02-20
4144,David W. Blight,1949-03-21
4145,Tom Reiss,1964-05-05
4146,Miss Read,1913-04-17
4147,Dennis L. McKiernan,1932-04-04
4148,Janisse Ray,1962-02-02
4149,Joseph A. Schumpeter,1883-02-08
4150,Robert Traver,1903-06-29
4151,Harry Thompson,1960-02-06
4152,Diana Peterfreund,1979-01-20
4153,Junji Ito,1963-07-31
4154,Valerian Albanov,1881-05-26
4155,Samantha Hunt,1971-05-15
4156,Irmgard Keun,1905-02-06
4157,Bill Buxton,1949-03-10
4158,Alistair Horne,1925-11-09
4159,Dalene Matthee,1938-10-13
4160,David Beckham,1975-05-02
4161,Rudolf Höss,1901-11-25
4162,Roderick Townley,1942-06-07
4163,Christopher Andersen,1949-05-26
4164,Frederick Kohner,1905-09-25
4165,Marjorie Shostak,1945-05-11
4166,Henry Van Dyke,1852-11-10
4167,Cara Black,1979-02-17
4168,Barbara Comyns,1907-12-27
4169,Karl May,1842-02-25
4170,Tim Gunn,1953-07-29
4171,Alain Robbe-Grillet,1922-08-18
4172,Olive Schreiner,1855-03-24
4173,John Bolton,1948-11-20
4174,Werner Heisenberg,1901-12-05
4175,Elizabeth Zimmermann,1910-08-09
4176,Rush Limbaugh,1951-01-12
4177,Caitlín R. Kiernan,1964-05-26
4178,Chelsea Quinn Yarbro,1942-09-15
4179,Rudolph W. Giuliani,1944-05-28
4180,Alison Uttley,1884-12-17
4181,Frances O'Roark Dowell,1964-05-30
4182,Gene Simmons,1949-08-25
4183,Francis Macdonald Cornford,1874-02-27
4184,Mike Royko,1932-09-19
4185,Louis Couperus,1863-06-10
4186,David Sklansky,1947-12-22
4187,Paul Burrell,1958-06-06
4188,Benjamin Constant,1767-10-25
4189,Stuart Howarth,1990-01-26
4190,Mattilda Bernstein Sycamore,1973-05-31
4191,Evelyn Underhill,1875-12-06
4192,Christianna Brand,1907-12-17
4193,Murray N. Rothbard,1926-03-02
4194,Jeff Robbins,1969-01-18
4195,Penelope Lively,1933-03-17
4196,Sarah Beth Durst,1974-05-23
4197,Allison Winn Scotch,1973-06-12
4198,Chris Abani,1966-12-27
4199,John Edward,1969-10-19
4200,Alistair MacLeod,1936-07-20
4201,Valentine Davies,1905-08-25
4202,Joan Lowery Nixon,1927-02-03
4203,Ed Sanders,1939-08-17
4204,Robert Bresson,1901-09-25
4205,Steve Biko,1946-12-18
4206,Siegfried Sassoon,1886-09-08
4207,Jurek Becker,1937-09-30
4208,John Dudley Ball,1911-07-08
4209,Jen Bryant,1960-05-13
4210,Nigel Nicolson,1917-01-19
4211,Jason Pinter,1979-11-10
4212,Jim DeRogatis,1964-09-02
4213,Thomas E. Woods Jr.,1972-08-01
4214,Jamling Tenzing Norgay,1965-04-23
4215,Tad Hills,1963-04-01
4216,Danny Sugerman,1954-10-11
4217,Eleanor Cameron,1912-03-23
4218,Ram Charan,1985-03-27
4219,Matt Fraction,1975-12-01
4220,Gerald G. May,1940-06-12
4221,Philip Van Doren Stern,1900-09-10
4222,Bernardine Evaristo,1959-05-28
4223,Christopher Finch,1975-06-23
4224,Ekaterina Sedia,1970-07-09
4225,Ronald H. Spector,1943-01-17
4226,Aleksandar Hemon,1964-09-09
4227,Robert Darnton,1939-05-10
4228,James Hadley Chase,1906-12-24
4229,David Allen Sibley,1961-10-22
4230,Francis Parkman,1823-09-16
4231,Dan Slott,1967-07-03
4232,Andrés Duany,1949-09-07
4233,David Levering Lewis,1936-05-25
4234,Ruth Krauss,1901-07-25
4235,Jack Miles,1942-07-30
4236,Sanford Meisner,1905-08-31
4237,Giles Andreae,1966-03-16
4238,Alejandro Jodorowsky,1929-02-17
4239,Wolfgang Hohlbein,1953-08-15
4240,Peter Milligan,1961-06-24
4241,Anne LaBastille,1933-11-20
4242,Sunil Gangopadhyay,1934-09-07
4243,Vladimir Voinovich,1932-09-26
4244,George Sand,1804-07-01
4245,Jirō Taniguchi,1947-08-14
4246,Henri Bergson,1859-10-18
4247,David M. Buss,1953-04-14
4248,Alisa Valdes,1969-02-28
4249,Ann Halam,1952-02-14
4250,August Strindberg,1849-01-22
4251,Jane Espenson,1964-07-14
4252,Carlo Lucarelli,1960-10-26
4253,Amiri Baraka,1934-10-07
4254,Bernard MacLaverty,1942-09-14
4255,Rachel Pollack,1945-08-17
4256,John G. Hemry,1956-04-14
4257,Tomson Highway,1951-12-06
4258,Leo Marks,1920-09-24
4259,Andrea Gibson,1975-08-13
4260,Hilda van Stockum,1908-02-09
4261,Yun Kouga,1965-07-09
4262,P.C. Hodgell,1951-03-16
4263,Mawi Asgedom,1976-09-29
4264,Mark Mazower,1958-02-20
4265,Thubten Chodron,1950-09-18
4266,Gwendolyn Brooks,1917-06-07
4267,Galway Kinnell,1927-02-01
4268,Paul Hornschemeier,1977-10-27
4269,Luc Sante,1954-05-25
4270,Karen Tei Yamashita,1951-01-08
4271,Howard Chaykin,1950-10-07
4272,Robert S. McNamara,1916-06-09
4273,Cherie Priest,1975-07-30
4274,Janet Kagan,1946-04-18
4275,Rachel Hore,1960-01-26
4276,Dorothy Sterling,1913-11-23
4277,Edwin O'Connor,1918-07-29
4278,Nicholas Negroponte,1943-12-01
4279,Anatole France,1844-04-16
4280,Zbigniew Brzeziński,1928-03-28
4281,Stephan Pastis,1968-01-16
4282,Maria Montessori,1870-08-31
4283,Eva Schloss,1929-05-11
4284,Wallace Thurman,1902-08-16
4285,Lydia Davis,1947-07-15
4286,Chalmers Johnson,1931-08-06
4287,Octave Mirbeau,1848-02-16
4288,Andrew J. Bacevich,1947-07-05
4289,Betty DeGeneres,1930-05-20
4290,Owen Beattie,1949-06-03
4291,Vali Nasr,1960-12-20
4292,Dan Harrington,1945-12-06
4293,Ward Moore,1903-08-10
4294,Leigh Brackett,1915-12-07
4295,Donald Goines,1936-12-15
4296,Mumia Abu-Jamal,1954-04-24
4297,David Hewson,1953-01-09
4298,H.E. Bates,1905-05-16
4299,Mayu Shinjō,1973-01-26
4300,William H. Gass,1924-07-30
4301,Heather Henson,1970-12-19
4302,Victor Davis Hanson,1953-09-05
4303,Brian M. Fagan,1936-08-01
4304,Sidney W. Mintz,1922-11-16
4305,Julia Butterfly Hill,1974-02-18
4306,Liz Williams,1965-02-26
4307,Tom Christiansen,1963-02-13
4308,Eugene Cernan,1934-03-14
4309,Roger Ebert,1942-06-18
4310,Phillip Lopate,1943-11-16
4311,Pete Wentz,1979-06-05
4312,Sally Brampton,1955-07-15
4313,Ashok K. Banker,1964-02-07
4314,Quentin Crisp,1908-12-25
4315,Thomas H. Cook,1947-09-19
4316,Tahmima Anam,1975-10-08
4317,Desmond Tutu,1931-10-07
4318,John Swartzwelder,1949-02-08
4319,Connie Brockway,1954-12-16
4320,Kenny Moore,1943-12-01
4321,Andy Hertzfeld,1953-04-06
4322,Dorothy Wall,1894-01-12
4323,Abigail Adams,1744-11-22
4324,Heda Margolius Kovály,1919-09-15
4325,James T. Farrell,1904-02-27
4326,Halldór Laxness,1902-04-23
4327,Michael Walzer,1935-03-03
4328,Bruce Alberts,1938-04-14
4329,Dave Hickey,1938-12-05
4330,Colin M. Turnbull,1924-11-23
4331,Marthe Cohn,1920-04-13
4332,Shulamith Firestone,1945-01-07
4333,Miroslav Volf,1956-09-25
4334,Doyle Brunson,1933-08-10
4335,Allison DuBois,1972-01-24
4336,George Pérez,1954-06-09
4337,John McGahern,1934-11-12
4338,Tom Veitch,1941-09-26
4339,James I. Robertson Jr.,1930-07-18
4340,William R. Forstchen,1950-10-11
4341,Eiji Otsuka,1958-08-28
4342,Elio Vittorini,1908-07-23
4343,Elbert Hubbard,1856-06-19
4344,G. Willow Wilson,1982-08-31
4345,Mario Rigoni Stern,1921-11-01
4346,David Bordwell,1947-07-23
4347,Daniel Alarcón,1977-03-05
4348,Alex Archer,1908-05-01
4349,Jeremy Paxman,1950-05-11
4350,Godfried Bomans,1913-03-02
4351,Lu Xun,1881-09-25
4352,Willis Barnstone,1927-11-13
4353,Arlene Blum,1945-03-01
4354,Hakim Bey,1945-10-20
4355,Peter Lamborn Wilson,1945-10-20
4356,Edward Bunker,1933-12-31
4357,Harvey Fierstein,1954-06-06
4358,Raimond Gaita,1946-05-14
4359,Suzanne Finstad,1955-09-14
4360,Francesco Petrarca,1304-07-20
4361,Dan Eldon,1970-09-18
4362,Will Cuppy,1884-08-23
4363,John Julius Norwich,1929-09-15
4364,John P. Marquand,1893-11-10
4365,Raymond Arroyo,1970-09-20
4366,Michael Ian Black,1971-08-12
4367,Drew Carey,1958-05-23
4368,Philippe Djian,1949-06-03
4369,Charlie Kaufman,1958-11-19
4370,Mike Krzyzewski,1947-02-13
4371,Chris Bunch,1943-12-22
4372,Kenneth Cook,1929-05-05
4373,Nicola Barker,1966-03-30
4374,Aleksey Nikolayevich Tolstoy,1883-01-10
4375,Andrew S. Tanenbaum,1944-03-16
4376,Monica Sjöö,1938-12-31
4377,Li Zhisui,1919
4378,Yoko Ono,1933-02-18
4379,Suzy McKee Charnas,1939-10-22
4380,Bernard Goldberg,1945-05-31
4381,Nigel C. Benson,1955-01-15
4382,Joshua Braff,1967-10-11
