,Name,Birthdate
17988,Sayed Badreya,1957-02-04
17989,Carol Grace,1924-09-11
17990,Samuel Bottomley,2001-06-14
17991,Alan Carney,1909-12-22
17992,Judith O'Dea,1945-04-20
17993,Kumari Naaz,1944-08-20
17994,Jacques Bonnaffé,1958-06-22
17995,Jeff Whitty,1971-09-30
17996,James Dobson,1936-04-21
17997,Matt Bomer,1977-10-11
17998,Benoît Ferreux,1955-09-29
17999,Suzan Farmer,1942-06-16
18000,Glynis Barber,1955-10-25
18001,Dubravka Mijatovic,1968-12-27
18002,Akansha Ranjan Kapoor,1993-09-18
18003,Katharine Hepburn,1907-05-12
18004,Ben Hiura,1943-01-25
18005,John Keegan,1934-05-15
18006,Calvin Trillin,1935-12-05
18007,Derek Jacobi,1938-10-22
18008,Matilde Muñoz Sampedro,1900-03-02
18009,Kôji Yakusho,1956-01-01
18010,Muriel Landers,1921-10-27
18011,Ane Dahl Torp,1975-08-01
18012,Taylor Richardson,2003-07-15
18013,Jeff Lantz,1961-02-03
18014,Guido Mannari,1944-12-13
18015,Patrick Warburton,1964-11-14
18016,Tab Hunter,1931-07-11
18017,Asuka Kurosawa,1971-12-22
18018,Chase Ellison,1993-09-22
18019,Sebastian Blomberg,1972-05-24
18020,Frank Losee,1856-06-12
18021,Noah Wyle,1971-06-04
18022,Eugenie Bondurant,1961-04-27
18023,Kenji Matsuda,1971-09-23
18024,Jon Cor,1984-11-17
18025,David Carpenter,1930-05-06
18026,P.J. Brown,1969-10-14
18027,Susan Ward,1976-04-15
18028,Bellan Roos,1901-05-25
18029,Aleksandr Domogarov,1963-07-12
18030,Sheri Moon Zombie,1970-09-26
18031,Ross Malinger,1984-07-07
18032,David Lander,1947-06-22
18033,Fredrik Dolk,1961-12-14
18034,Jacques Becker,1906-09-15
18035,Dennis Andres,1987-06-23
18036,Yoshio Tsuchiya,1927-05-18
18037,Simone White,1970-02-07
18038,Henning Moritzen,1928-08-03
18039,Ayda Field,1979-05-17
18040,Shad Moss,1987-03-09
18041,Val Bisoglio,1926-05-07
18042,Chris-Pin Martin,1893-11-19
18043,Steve Pendleton,1908-09-16
18044,Cyril Hanouna,1974-09-23
18045,Jon Wellner,1975-07-11
18046,Keith Chegwin,1957-01-17
18047,Harry Ritz,1907-05-22
18048,David Alan Basche,1968-08-25
18049,Dominik Garcia,1983-08-16
18050,Eline Van der Velden,1986-05-12
18051,Ed Oxenbould,2001-06-01
18052,Taylor Stanley,1991-05-30
18053,Lourdes Munguía,1960-12-12
18054,Macon McCalman,1932-12-30
18055,Nizam Razak,1983-08-14
18056,Feng Tien,1928-06-04
18057,Madeline Brewer,1992-05-01
18058,Shigeo Kiyama,1973-09-27
18059,Kent Broadhurst,1940-02-04
18060,Lolita Chakrabarti,1969-06-01
18061,Jaeden Martell,2003-01-04
18062,Mark Grossman,1951-09-23
18063,Johannes B. Kerner,1964-12-09
18064,Olivia Barash,1965-01-11
18065,Carol Cummings,1949-11-15
18066,Dilip Sinha,1954-11-08
18067,Ryô Ikebe,1918-02-11
18068,Maral Baniadam,1981-09-20
18069,Pascal N'Zonzi,1951-01-01
18070,Wheaton Chambers,1887-10-13
18071,D. Santosh,1976-09-26
18072,Finlay Currie,1878-01-20
18073,Lee El,1982-06-26
18074,Gigi Sammarchi,1949-11-02
18075,Ruth Leuwerik,1924-04-23
18076,Nicola Cavendish,1952-11-11
18077,Vilgot Sjöman,1924-12-02
18078,Sanjay Narvekar,1962
18079,Danny Woodburn,1964-07-26
18080,Dink Trout,1898-06-18
18081,John Fugelsang,1969-09-03
18082,Bilge Zobu,1932-09-07
18083,Bárbara Goenaga,1983-07-20
18084,Pilar Bardem,1939-03-14
18085,Patricia Pillar,1964-01-11
18086,Gösta Cederlund,1888-03-06
18087,Nele Karajlic,1962-12-11
18088,Kristin Griffith,1953-09-07
18089,Virginia Wetherell,1943-05-09
18090,Max Hopp,1996-08-20
18091,Jack MacGowran,1918-10-13
18092,Grant Gustin,1990-01-14
18093,Lynn Collins,1977-05-16
18094,Ted Post,1918-03-31
18095,Micah Balfour,1978-07-18
18096,Suzanne Snyder,1962-10-22
18097,Rekha,1954-10-10
18098,Bianca Guaccero,1981-01-15
18099,Man Li,1988-06-04
18100,Leonard Whiting,1950-06-30
18101,Billy Two Rivers,1935-05-05
18102,Craig Veroni,1969-02-15
18103,Arzu Yanardag,1977-08-31
18104,Ai Nonaka,1981-06-08
18105,Jack Larson,1928-02-08
18106,Marcio Garcia,1970-04-17
18107,Gale Gordon,1906-02-20
18108,Jacob Reynolds,1983-05-13
18109,Rose Chan,1925-04-18
18110,Kim Gordon,1953-04-28
18111,Sarah Padden,1881-10-16
18112,Poe,1809-01-19
18113,Kiichi Nakai,1961-09-18
18114,Christopher Mintz-Plasse,1989-06-20
18115,Angela Bettis,1973-01-09
18116,James Purefoy,1964-06-03
18117,Gertrude Astor,1887-11-09
18118,David Horovitch,1945-08-11
18119,Sunny Sandler,1966-09-09
18120,Shelley Thompson,1959-03-09
18121,Tillotama Shome,1979-06-25
18122,Inga Landgré,1927-08-06
18123,Anne-Marie Peysson,1935-07-24
18124,Hermann Vallentin,1872-05-24
18125,Tobias Menzies,1974-03-07
18126,Marie Burke,1894-10-18
18127,Ashley Taylor-Rhys,1986-05-29
18128,Jerry Houser,1952-07-14
18129,Miroslav Donutil,1951-02-07
18130,Eric Wareheim,1976-04-07
18131,Haldun Boysan,1958-07-06
18132,Arlene Francis,1907-10-20
18133,Conan Stevens,1969-11-30
18134,Jazmyn Simon,1980-12-30
18135,Mohamed Ezat,1978-07-29
18136,Steve McFadden,1959-03-20
18137,Mario Lanfranchi,1927-06-30
18138,William Feldman,1958-02-22
18139,Terence Stamp,1938-07-22
18140,Ben Lee,1978-09-11
18141,Eken Mine,1935-02-15
18142,Eddie Egan,1930-01-03
18143,Fadia Stella,1974-12-30
18144,Irvin Kershner,1923-04-29
18145,Pico Alexander,1991-06-03
18146,Jack Warden,1920-09-18
18147,Karima McAdams,1985-02-14
18148,Emily Ann Lloyd,1984-03-27
18149,Eden Riegel,1981-01-01
18150,Jamia Simone Nash,1996-08-21
18151,Thekla Reuten,1975-09-16
18152,Stuart Gillard,1950-04-28
18153,Shilpa Shetty Kundra,1975-06-08
18154,Enrique Iglesias,1975-05-08
18155,David Cryer,1936-03-08
18156,Kushboo,1970-09-29
18157,Paul Hubschmid,1917-07-20
18158,Sharman Joshi,1979-04-28
18159,Merritt Wever,1980-08-11
18160,Vira Silenti,1931-04-16
18161,Rachel Friend,1970-01-08
18162,Grandon Rhodes,1904-08-07
18163,Cariba Heine,1988-10-01
18164,Tiffany Helm,1964-05-12
18165,Ernst Pittschau,1883-10-05
18166,Firat Tanis,1975-05-05
18167,Aldo Maccione,1935-11-27
18168,Heinrich Himmler,1900-10-07
18169,Marta Nieto,1982-01-31
18170,Elyse Levesque,1985-09-10
18171,Beatrice Kay,1907-04-21
18172,Hans Strydom,1893-07-14
18173,Cliff Bergere,1896-12-06
18174,Malin Levanon,1977-11-12
18175,Kadir Inanir,1949-04-15
18176,Felix Wong,1961-09-04
18177,Pierre Bellemare,1929-10-21
18178,Maria Michi,1921-05-24
18179,Violett Beane,1996-05-18
18180,Grit Boettcher,1938-08-10
18181,Brighton Sharbino,2002-08-19
18182,Jill Ritchie,1974-03-05
18183,Omar Gooding,1976-10-19
18184,Craig Stadler,1953-06-02
18185,Ari'el Stachel,1991-07-29
18186,Nathan Parsons,1988-06-16
18187,Elçin Sangu,1985-08-13
18188,Jill Jones,1962-07-11
18189,Koneenica Banerjee,1980-05-21
18190,Tristan Rogers,1946-06-03
18191,Madison Bailey,1999-01-29
18192,Lennie Bluett,1919-01-21
18193,Juan Carlos Colombo,1950-11-07
18194,Buddy Guy,1936-07-30
18195,James Barriscale,1969-05-11
18196,Paul Chun,1945-06-26
18197,Barbara Payton,1927-11-16
18198,Jennifer Aspen,1973-10-09
18199,Kofi Siriboe,1994-03-02
18200,Catalina Saavedra,1968-01-08
18201,Lesley Fera,1971-11-23
18202,Dick Smothers,1938-11-20
18203,Yves Vincent,1921-08-05
18204,Magnus Betnér,1974-08-16
18205,Peter Fitz,1931-08-08
18206,Toni Trucks,1980-09-30
18207,Justin Hires,1985-06-24
18208,Kyle Schmid,1984-08-03
18209,Rodrigo Guirao Díaz,1980-01-18
18210,Hwang Seok-jeong,1971-02-02
18211,Woody Norman,2009-03-12
18212,Andreas Kundler,1970-12-10
18213,Rötger Feldmann,1950-03-17
18214,Karen Lorre,1961-12-13
18215,Emily Tyra,1987-11-09
18216,Ettore Manni,1927-05-06
18217,Susan Floyd,1968-05-13
18218,Pat Mahoney,1929-01-20
18219,Jacques Sernas,1925-07-30
18220,Jude Law,1972-12-29
18221,Ralph P. Martin,1925-08-04
18222,Pariva Pranati,1983-03-18
18223,Gary Merrill,1915-08-02
18224,Haley McCormick,1985-10-07
18225,Tamara Arciuch,1975-03-24
18226,Lee Walker,1976-02-11
18227,Thom Green,1991-09-04
18228,Tamás Jordán,1943-01-15
18229,Corey Allen,1934-06-29
18230,Baek Hyun-joo,1970-05-22
18231,Fritz Muliar,1919-12-12
18232,Esme Percy,1887-08-08
18233,Mary Grace Canfield,1924-09-03
18234,Fred Essler,1895-02-13
18235,Aribert Wäscher,1895-12-01
18236,Jeff Speakman,1958-11-08
18237,Ercan Yazgan,1946-04-04
18238,Freya Mavor,1993-08-13
18239,Raymond Cruz,1964-09-10
18240,Youssef El Sherif,1978-09-14
18241,Ray McAnally,1926-03-30
18242,Jördis Triebel,1977-10-30
18243,Peter Post,1933-11-12
18244,Vicki Roberts,1959-07-03
18245,Jimmy Carl Black,1938-02-01
18246,Marcia Henderson,1929-07-22
18247,Gregory White,1988-08-28
18248,Thommie Walsh,1950-03-15
18249,Samantha Womack,1972-11-02
18250,Edmond Hall,1901-05-15
18251,Omar Elba,1983-09-19
18252,Geoffrey Owens,1961-03-18
18253,William Ching,1913-10-02
18254,Anita Caprioli,1973-12-11
18255,Tom Platz,1955-06-26
18256,Xenia Kalogeropoulou,1936-09-12
18257,Jens Østerholm,1928-04-25
18258,Kaori Nazuka,1985-04-24
18259,Pier Luigi Pizzi,1930-06-15
18260,Jason Tobin,1985-07-12
18261,O.Z. Whitehead,1911-03-01
18262,Naelee Rae,1996-08-25
18263,Peter Plaugborg,1980-04-12
18264,Charlie Sexton,1968-08-11
18265,Françoise Lebrun,1944-08-18
18266,Stephen Root,1951-11-17
18267,Randle Mell,1952-04-28
18268,Casey Sander,1956-07-06
18269,Tom Fergus,1962-06-16
18270,Kelly Lin,1973-10-29
18271,Carrie Ng,1963-02-24
18272,Richard Kind,1956-11-22
18273,Isild Le Besco,1982-11-22
18274,Sakura Ando,1986-02-18
18275,Magaly Solier,1986-06-11
18276,Melanie Griffith,1957-08-09
18277,Will Smith,1968-09-25
18278,Maureen Stapleton,1925-06-21
18279,Hanna Chan,1993-09-24
18280,Virginia Mayo,1920-11-30
18281,Jack Black,1969-08-28
18282,Annie Mumolo,1973-07-10
18283,Renée Estevez,1967-04-02
18284,Jess Liaudin,1973-12-21
18285,Gerry Dee,1968-12-31
18286,Bozidar Oreskovic,1942-08-21
18287,Nora Cecil,1878-09-26
18288,Corinna Tsopei,1944-06-21
18289,Sally Potter,1949-09-19
18290,Lorànt Deutsch,1975-10-27
18291,Jeff Donnell,1921-07-10
18292,Daniel Harkins,1836-04-27
18293,Stefania Sandrelli,1946-06-05
18294,Louisa Moritz,1936-09-25
18295,Michael Zegen,1979-02-20
18296,John St. Polis,1873-11-24
18297,Hemu Adhikari,1919-07-31
18298,Ester Krumbachová,1923-11-12
18299,Rosanna DeSoto,1950-09-02
18300,Keiko Han,1953-04-05
18301,Brian O'Halloran,1969-12-20
18302,Pedro Regas,1897-04-18
18303,Carol Cleveland,1942-01-13
18304,Maria Perschy,1938-09-23
18305,Liam Aiken,1990-01-07
18306,Jean-François Martial,1891-09-12
18307,Stuart McQuarrie,1963-03-19
18308,Mimi Michaels,1983-02-22
18309,Jehanne d'Alcy,1865-03-20
18310,Harriet Sansom Harris,1955-01-08
18311,Don Young,1933-06-09
18312,Yuval Scharf,1985-06-04
18313,Letícia Román,1941-08-12
18314,Howie Johnson,1925-09-08
18315,Claus Holm,1918-08-04
18316,Hera Hilmar,1988-12-27
18317,Patricia Morison,1915-03-19
18318,Eva Mendes,1974-03-05
18319,Edward Peil Sr.,1883-01-18
18320,Hugh Dempster,1900-08-03
18321,Kevin Farr,1951-03-19
18322,Jenny Hanley,1947-08-15
18323,Anika Noni Rose,1972-09-06
18324,Sonia Darrin,1924-06-16
18325,Tomer Yosef,1975-09-08
18326,Elaine Paige,1948-03-05
18327,Joanne Froggatt,1980-08-23
18328,Jun Negami,1923-09-20
18329,Gérard Oury,1919-04-29
18330,Rudy Wowor,1941-12-13
18331,Kanako Higuchi,1958-12-13
18332,Eka Darville,1989-04-11
18333,Bob Marley,1945-02-06
18334,Alexander Armstrong,1970-03-02
18335,Barkhad Abdirahman,1985-04-10
18336,Eddie Carmel,1936-03-16
18337,Leon Ames,1902-01-20
18338,Priya Bapat,1986-09-18
18339,Haaz Sleiman,1976-07-01
18340,Nick Bacon,1945-11-25
18341,Kyle Gallner,1986-10-22
18342,Margo Harshman,1986-03-04
18343,Antonio Gades,1936-11-14
18344,Kang Shin-il,1960-11-26
18345,Patrick Stewart,1940-07-13
18346,Joel Beckett,1973-11-27
18347,Kay Sutton,1915-06-14
18348,Pat Heywood,1931-08-01
18349,Mayo Methot,1904-03-03
18350,Honeypreet Insan,1967-08-15
18351,Zeki Alasya,1943-04-18
18352,Anna-Louise Plowman,1972-05-09
18353,Yurika Kubo,1989-05-19
18354,Clara Vázquez,1961-04-27
18355,John Tui,1975-06-11
18356,Denys Graham,1926-06-29
18357,Sergei Ivanov,1953-01-31
18358,Tainá Müller,1982-06-01
18359,Karin Anna Cheung,1974-11-02
18360,Zaw Oo,1974-06-28
18361,Han Lei,1968-02-23
18362,George MacQuarrie,1873-06-02
18363,Patience Collier,1910-08-19
18364,John Morley,1838-12-24
18365,Alla Tumanian,1950-03-17
18366,Sylvie Léonard,1955-07-17
18367,Rachael Bella,1984-03-13
18368,Greg Hicks,1953-05-27
18369,Keiko Agena,1973-10-03
18370,Polly Ann Young,1908-10-25
18371,Marcos Caruso,1952-02-22
18372,P.J. Byrne,1974-12-15
18373,Erkan Mustafa,1970-05-14
18374,Walton Goggins,1971-11-10
18375,Antoine de Caunes,1953-12-01
18376,Amy Locane,1971-12-19
18377,Priyadarshi Pulikonda,1989-08-25
18378,Kuranosuke Sasaki,1968-02-04
18379,Shinobu Nakayama,1973-01-18
18380,Jansen Panettiere,1994-09-25
18381,Lee Pace,1979-03-25
18382,Mickey Cantwell,1964-11-23
18383,Ralph Moody,1917-09-10
18384,Heather MacRae,1946-10-05
18385,Bob Persichetti,1973-01-17
18386,Pawan Singh,1986-01-05
18387,Doug the Pug,2012-05-20
18388,Nuri Bilge Ceylan,1959-01-26
18389,Robert Schwartzman,1982-12-24
18390,Kelly Dorji,1971-01-04
18391,Rick Hearst,1965-01-04
18392,Kate Todd,1987-12-12
18393,Ritchie Coster,1967-07-01
18394,Damla Sönmez,1987-05-03
18395,Jeremy Spenser,1937-07-16
18396,Charlotte Vega,1994-02-10
18397,Ümit Yesin,1954-01-28
18398,Martin Herdman,1956-07-24
18399,Gaurav Chopra,1979-04-04
18400,Dariush Arjmand,1944-07-27
18401,Yukie Nakama,1979-10-30
18402,Weiron Holmberg,1935-03-18
18403,Lu Huang,1983-07-10
18404,Claudia Drake,1918-01-30
18405,Justin Deeley,1986-02-01
18406,Charlotte Cornwell,1949-04-26
18407,Gregory Sierra,1937-01-25
18408,Victoria Smith,1983-01-08
18409,Todd Karns,1921-01-15
18410,Daniel Pollock,1968-08-24
18411,Andy Pessoa,1995-10-30
18412,Shantanu Gupta,1979-02-07
18413,Bob Barker,1923-12-12
18414,Stomy Bugsy,1972-05-21
18415,Raimund Harmstorf,1939-10-07
18416,O.E. Hasse,1903-07-11
18417,Federico Castelluccio,1964-04-29
18418,Tobe Hooper,1943-01-25
18419,Darcey Wilson,2001-02-05
18420,Patrick Cranshaw,1919-06-17
18421,Sonny Marinelli,1967-05-02
18422,Sixto Rodriguez,1942-07-10
18423,Cliff Nazarro,1904-01-31
18424,Hugh O'Conor,1975-04-19
18425,Glynn Edwards,1931-02-02
18426,Barbara Read,1917-12-29
18427,Danielle Rose Russell,1999-10-31
18428,Akaji Maro,1943-02-23
18429,Beba Loncar,1943-04-28
18430,Jay Barney,1954-10-08
18431,Holly Gibbs,1997-08-25
18432,Charles Herbert,1948-12-23
18433,Brontis Jodorowsky,1962-10-27
18434,Yvonne Strahovski,1982-07-30
18435,Stephen Boss,1982-09-29
18436,Andreas Wisniewski,1959-07-03
18437,Allison Paige,1982-05-27
18438,Daniel Filho,1937-09-30
18439,Jean Sincere,1919-08-16
18440,Victoria Gabrielle Platt,1972-11-21
18441,Zander Schloss,1961-08-07
18442,Elizabeth McKechnie,1961-03-16
18443,Denise Dowse,1958-02-21
18444,Bruno Lochet,1959-10-18
18445,Murray Hamilton,1923-03-24
18446,Tasma Walton,1973-08-19
18447,Jessica Grace Smith,1985-02-18
18448,Floyd Levine,1932-02-23
18449,Sommore,1966-05-15
18450,Eleonora Abbagnato,1978-06-30
18451,Peter Whitney,1916-05-24
18452,Susan Carol Davis,1944-04-13
18453,Tony Curtis,1925-06-03
18454,Jamie Dornan,1982-05-01
18455,Janette Scott,1938-12-14
18456,Earl Boen,1941-08-08
18457,Yoko Honna,1979-01-07
18458,Stefanie Powers,1942-11-02
18459,Stu Hart,1915-05-03
18460,Zofia Wichlacz,1995-04-05
18461,Carl Steven,1974-11-07
18462,Wanda Cannon,1960-01-12
18463,Lynn Shelton,1965-08-27
18464,Raynor Scheine,1942-01-19
18465,Robert Smigel,1960-02-07
18466,Dominika Jablonska,1985-08-20
18467,Valerie Wellington,1959-11-14
18468,Murphy Guyer,1952-12-25
18469,Kenneth Farmer,1912-07-26
18470,Molly McCann,1990-05-04
18471,Arthur Holden,1959-08-28
18472,Galina Vishnevskaya,1926-10-25
18473,Haruka Shiraishi,1995-04-08
18474,Elizabeth Ho,1983-05-02
18475,Aleksander Bardini,1913-11-17
18476,Rosemary DeCamp,1910-11-14
18477,Micheál MacLiammóir,1899-10-25
18478,Martin Ferrero,1947-09-29
18479,Kaaren Verne,1918-04-06
18480,Fred McCarren,1951-04-12
18481,Rima Te Wiata,1963-03-15
18482,Julia Foster,1943-08-02
18483,Terri Nunn,1961-06-26
18484,Phillip Alford,1948-09-11
18485,Adriana Altaras,1960-04-06
18486,Mark DellaGrotte,1974-11-14
18487,Robin Johnson,1964-05-29
18488,Jim Jefferies,1977-02-14
18489,Chace Crawford,1985-07-18
18490,Herman van Veen,1945-03-14
18491,Georgina Cookson,1918-12-19
18492,Jey Crisfar,1988-04-24
18493,Mari Devon,1959-10-10
18494,Peggy Knudsen,1923-04-22
18495,Ryûhei Matsuda,1983-05-09
18496,Jeffrey Byron,1955-11-28
18497,William Ricciardi,1871-07-12
18498,Helen Horton,1923-11-21
18499,Madison De La Garza,2001-12-28
18500,Damion Poitier,1976-06-04
18501,Mari Hoshino,1981-07-27
18502,Hunt Block,1954-02-16
18503,Jenny Spain,1980-07-02
18504,Shaun Micallef,1962-07-18
18505,Michael Aldridge,1920-09-09
18506,Robert Gist,1917-10-01
18507,János Herskó,1926-04-09
18508,Chioma Chukwuka Akpotha,1980-03-12
18509,Erica Gimpel,1964-06-25
18510,Esther Garrel,1991-02-18
18511,Mehboob Khan,1907-09-09
18512,Benita Hume,1907-10-14
18513,Ralph Brown,1957-06-18
18514,Luke Bracey,1989-04-26
18515,Gretchen Corbett,1945-08-13
18516,John Standing,1934-08-16
18517,Fátima Molina,1986-03-09
18518,Michole Briana White,1969-05-29
18519,Benay Venuta,1910-01-27
18520,Gloria Foy,1901-10-25
18521,James Fleet,1952-03-11
18522,Gabriel Reyes,1892-03-24
18523,Lexy Kolker,2009-08-17
18524,Gong Feng,1957-12-06
18525,Stephen Whittaker,1947-06-28
18526,Ted Eccles,1955-06-09
18527,Jim McMullan,1936-10-13
18528,Aisling Bea,1984-03-16
18529,Patricia Wilson,1929-12-17
18530,Iván Kamarás,1972-12-22
18531,Rufus Gifford,1974-08-05
18532,Sonam Wangchuk,1964-05-11
18533,Jana Plodková,1981-08-05
18534,Anna Mikhalkova,1974-05-14
18535,Jim Brady,1940-08-29
18536,Margaret Nolan,1943-10-29
18537,Boosie Badazz,1982-11-14
18538,Michelle Maylene,1987-01-20
18539,Sergey Mazaev,1959-12-07
18540,Svetlana Ivanova,1985-09-26
18541,Liliana Komorowska,1956-04-11
18542,Melina Petriella,1976-03-02
18543,Akai Osei,1999-04-12
18544,Jeanne Tripplehorn,1963-06-10
18545,Bill Bixby,1934-01-22
18546,Werner Schnitzer,1942-01-09
18547,John Michael Quinn,1945-12-17
18548,Im Won-hee,1970-10-11
18549,Max Charles,2003-08-18
18550,Marissa Ribisi,1974-12-17
18551,Necati Er,1997-02-24
18552,Lois Nettleton,1927-08-16
18553,Dan Chupong,1981-03-23
18554,Darlene Conley,1934-07-18
18555,Akane Fujita,1993-01-26
18556,Shanina Shaik,1991-02-11
18557,Jetsun Pema,1990-06-04
18558,Monica Bleibtreu,1944-05-04
18559,Sidney De Gray,1866-06-16
18560,Barbara Rowan,1908-04-12
18561,Amith Chakalakkal,1985-08-13
18562,Diana Hale,1933-11-30
18563,Willie Nelson,1933-04-29
18564,Jessica Schwarz,1977-05-05
18565,Rudolph Anders,1895-12-17
18566,Lari White,1965-05-13
18567,Lila Lee,1905-07-25
18568,Arthur Hohl,1889-05-21
18569,Barret Swatek,1977-03-03
18570,Grand Corps Malade,1977-07-31
18571,Tennis Krishna,1961-06-05
18572,Louis Schaefer,1907-12-27
18573,Laurene Landon,1957-03-17
18574,Dana Fuchs,1976-01-10
18575,Shunsuke Shima,1932-01-21
18576,Philip Harvey,1938-04-25
18577,Kirin Kiki,1943-01-15
18578,Paola Tedesco,1952-03-28
18579,John Norman,1931-06-03
18580,Hans Kesting,1960-10-06
18581,Anna F.,1985-12-18
18582,Geoffrey Keen,1916-08-21
18583,John Noble,1948-08-20
18584,Anita Date-Kelkar,1980-10-31
18585,Dolly Johur,1953-07-13
18586,Lech Walesa,1943-09-29
18587,Julia Haart,1971-04-11
18588,Don Siegel,1912-10-26
18589,Kent McCord,1942-09-26
18590,Matthew Fleming,1964-12-12
18591,Antoñito Ruiz,1951-10-24
18592,Chad McKnight,1984-06-19
18593,Narendra Prasad,1946-12-26
18594,Harry Judd,1985-12-23
18595,Isabelle Adjani,1955-06-27
18596,Andreas Katsulas,1946-05-18
18597,Debbie Reynolds,1932-04-01
18598,Robin Sachs,1951-02-05
18599,Wendy Barrie,1912-04-18
18600,Takashi Tsukamoto,1982-10-27
18601,Dilyana Popova,1981-09-24
18602,Mateusz Banasiuk,1985-09-21
18603,Frank Bruno,1961-11-16
18604,Richard Gere,1949-08-31
18605,Chuck Low,1928-07-21
18606,Robert Hundar,1935-01-12
18607,Fumiko Orikasa,1974-12-27
18608,Fumiya Fujii,1962-07-11
18609,Brandon Flynn,1993-10-11
18610,Bianca Hunter,1969-09-20
18611,Brendan Gleeson,1955-03-29
18612,Janet Blair,1921-04-23
18613,Yonggang Huang,1962-11-02
18614,Erik Dellums,1964-09-23
18615,Jacob Anderson,1990-06-18
18616,Chris Pratt,1979-06-21
18617,James Carpinello,1975-08-13
18618,Kellie Martin,1975-10-16
18619,Sheila E.,1957-12-12
18620,Keith Powers,1992-08-22
18621,Neil Newbon,1978-08-14
18622,Rebecca Gibney,1964-12-14
18623,Linda Bergström,1995-01-12
18624,Vili Matula,1962-03-05
18625,Karimah Westbrook,1978-10-06
18626,Peter Masterson,1934-06-01
18627,Eros Vlahos,1995-01-13
18628,Mary O'Rourke,1937-05-31
18629,Ellen Burstyn,1932-12-07
18630,Christopher Jon Martin,1973-05-15
18631,Fanny Valette,1986-07-04
18632,Katrina Kaif,1983-07-16
18633,Celeste O'Connor,1998-12-02
18634,Semmy Schilt,1973-10-27
18635,Carina Lau,1966-12-08
18636,Samantha Bee,1969-10-25
18637,Robert J. Wilke,1914-05-18
18638,Xavier Saint-Macary,1948-06-07
18639,István Iglódi,1944-04-29
18640,Edith Meinhard,1908-11-22
